"id","sessionId","userId","userQuery","queryIntent","retrievedContext","sqlQuery","botResponse","responseSource","confidence","responseTime","tokensUsed","userFeedback","feedbackComment","timestamp"
"cmhsbk3sh0j1imaftvu8en39o","SESSION-0000306","cmhsbjkpb008hmaftf6epswta","Query 306 - Information request","EQUIPMENT_STATUS","{""documents"":8,""relevance"":0.8970321884944688}",,"Response to query 306 with relevant information","RULE_ENGINE",0.9030263024339235,1,630,,,"2025-11-05T00:02:56.127Z"
"cmhsbk3si0j1jmaftyo1pvvdd","SESSION-0000307","cmhsbjkpc008imaft2y5c9pr4","Query 307 - Information request","PRODUCTION_QUERY","{""documents"":4,""relevance"":0.8668099997722646}",,"Response to query 307 with relevant information","ML_MODEL",0.7277110158824316,1,962,,"User feedback comment","2025-10-26T11:02:56.127Z"
"cmhsbk3sj0j1kmaftg751tub0","SESSION-0000308","cmhsbjkpe008jmaftn2z7k49o","Query 308 - Information request","MAINTENANCE_SCHEDULE","{""documents"":9,""relevance"":0.9378915820736685}","SELECT * FROM hauling_activities WHERE ...","Response to query 308 with relevant information","DATABASE",0.7892075770703493,2,1077,"NEGATIVE","User feedback comment","2025-10-19T01:02:56.127Z"
"cmhsbk3sl0j1lmaft4jg47p57","SESSION-0000309","cmhsbjkpg008kmaftgrapgm4q","Query 309 - Information request","PRODUCTION_QUERY","{""documents"":1,""relevance"":0.9117752066538759}","SELECT * FROM hauling_activities WHERE ...","Response to query 309 with relevant information","DATABASE",0.938222552826249,1,631,"POSITIVE",,"2025-10-21T05:02:56.127Z"
"cmhsbk3sn0j1mmaft8uyvbm7e","SESSION-0000310","cmhsbjkph008lmaftejoai1ds","Query 310 - Information request","DELAY_ANALYSIS","{""documents"":9,""relevance"":0.8147279158734282}",,"Response to query 310 with relevant information","ML_MODEL",0.9109021996057306,1,607,"POSITIVE",,"2025-10-23T01:02:56.127Z"
"cmhsbk3so0j1nmaftih6z9z8e","SESSION-0000311","cmhsbjkpj008mmaft8cw4pu13","Query 311 - Information request","DELAY_ANALYSIS","{""documents"":2,""relevance"":0.8084984792930785}",,"Response to query 311 with relevant information","HYBRID",0.7743128621672406,0,286,"POSITIVE",,"2025-10-12T09:02:56.127Z"
"cmhsbk3sq0j1omaftx7b55y26","SESSION-0000312","cmhsbjkpl008nmaftcz3nwkz3","Query 312 - Information request","DELAY_ANALYSIS","{""documents"":6,""relevance"":0.7652103724857553}","SELECT * FROM hauling_activities WHERE ...","Response to query 312 with relevant information","RULE_ENGINE",0.7131694762733607,2,1479,"NEGATIVE","User feedback comment","2025-10-22T07:02:56.127Z"
"cmhsbk3sr0j1pmaft2eik841e","SESSION-0000313","cmhsbjkpm008omafts1fa66ce","Query 313 - Information request","EQUIPMENT_STATUS","{""documents"":10,""relevance"":0.8758096539473568}","SELECT * FROM hauling_activities WHERE ...","Response to query 313 with relevant information","RULE_ENGINE",0.7704448527802059,0,498,,,"2025-10-31T19:02:56.127Z"
"cmhsbk3ss0j1qmaft13szad6m","SESSION-0000314","cmhsbjkpo008pmaftcbaa09q7","Query 314 - Information request","EQUIPMENT_STATUS","{""documents"":5,""relevance"":0.7620044790220151}","SELECT * FROM hauling_activities WHERE ...","Response to query 314 with relevant information","RULE_ENGINE",0.7016177063468256,1,688,,,"2025-10-29T01:02:56.127Z"
"cmhsbk3su0j1rmaftxp0y9mxa","SESSION-0000315","cmhsbjkpq008qmaftlfhaku20","Query 315 - Information request","PRODUCTION_QUERY","{""documents"":3,""relevance"":0.8953206816994872}",,"Response to query 315 with relevant information","DATABASE",0.7657534448341414,0,269,,,"2025-10-26T23:02:56.127Z"
"cmhsbk3sv0j1smafta251rykb","SESSION-0000316","cmhsbjkps008rmaftko1swmr4","Query 316 - Information request","MAINTENANCE_SCHEDULE","{""documents"":4,""relevance"":0.9043603960175539}",,"Response to query 316 with relevant information","RULE_ENGINE",0.8883745915751566,2,1454,"NEGATIVE","User feedback comment","2025-10-20T07:02:56.127Z"
"cmhsbk3sw0j1tmaftc18rsyx5","SESSION-0000317","cmhsbjkpt008smaft47l9h5zh","Query 317 - Information request","MAINTENANCE_SCHEDULE","{""documents"":8,""relevance"":0.9325990364406773}","SELECT * FROM hauling_activities WHERE ...","Response to query 317 with relevant information","DATABASE",0.7439687859112599,0,250,"POSITIVE",,"2025-10-30T12:02:56.127Z"
"cmhsbk3sx0j1umaft4f8lbvmn","SESSION-0000318","cmhsbjkpv008tmaft0k6xcp1r","Query 318 - Information request","EQUIPMENT_STATUS","{""documents"":6,""relevance"":0.7551820389460989}",,"Response to query 318 with relevant information","DATABASE",0.8060685847059572,0,470,,,"2025-10-19T06:02:56.127Z"
"cmhsbk3sz0j1vmaftylufqsch","SESSION-0000319","cmhsbjkpw008umaftby7qxp59","Query 319 - Information request","DELAY_ANALYSIS","{""documents"":10,""relevance"":0.7963356300324453}","SELECT * FROM hauling_activities WHERE ...","Response to query 319 with relevant information","ML_MODEL",0.7366674259534851,0,366,,,"2025-10-14T19:02:56.127Z"
"cmhsbk3t00j1wmaftnke4p7gc","SESSION-0000320","cmhsbjkpx008vmaftdcip66sw","Query 320 - Information request","DELAY_ANALYSIS","{""documents"":4,""relevance"":0.7241267062947436}","SELECT * FROM hauling_activities WHERE ...","Response to query 320 with relevant information","HYBRID",0.8744149510751136,1,549,,,"2025-10-29T06:02:56.127Z"
"cmhsbk3t10j1xmaftn48j9fyq","SESSION-0000321","cmhsbjkpz008wmaftjzroktha","Query 321 - Information request","MAINTENANCE_SCHEDULE","{""documents"":2,""relevance"":0.8078637134313048}",,"Response to query 321 with relevant information","ML_MODEL",0.7796735883630759,1,962,"NEGATIVE",,"2025-10-25T09:02:56.127Z"
"cmhsbk3t30j1ymaftkb82k9mz","SESSION-0000322","cmhsbjkq0008xmaft87wh9kcq","Query 322 - Information request","DELAY_ANALYSIS","{""documents"":5,""relevance"":0.8935861806648069}",,"Response to query 322 with relevant information","DATABASE",0.74876987310716,0,378,"NEGATIVE","User feedback comment","2025-11-09T19:02:56.127Z"
"cmhsbk3t50j1zmaftvl5arrl1","SESSION-0000323","cmhsbjkq2008ymaft9kgbxkh0","Query 323 - Information request","PRODUCTION_QUERY","{""documents"":5,""relevance"":0.8868195773695071}",,"Response to query 323 with relevant information","ML_MODEL",0.785879744962646,0,451,,"User feedback comment","2025-11-02T10:02:56.127Z"
"cmhsbk3t60j20maftjyishbnp","SESSION-0000324","cmhsbjkq5008zmaft6czqawyv","Query 324 - Information request","FUEL_REPORT","{""documents"":1,""relevance"":0.8250622882808563}","SELECT * FROM hauling_activities WHERE ...","Response to query 324 with relevant information","HYBRID",0.7051658599763693,2,1065,,,"2025-10-31T15:02:56.127Z"
"cmhsbk3t70j21maftyvcz25ai","SESSION-0000325","cmhsbjkq70090maft68m3yc2x","Query 325 - Information request","DELAY_ANALYSIS","{""documents"":5,""relevance"":0.7618621692267349}","SELECT * FROM hauling_activities WHERE ...","Response to query 325 with relevant information","HYBRID",0.9381874788723761,1,924,"NEGATIVE","User feedback comment","2025-10-29T18:02:56.127Z"
"cmhsbk3t90j22maft41ko75fa","SESSION-0000326","cmhsbjkq80091maftc4f3xu0w","Query 326 - Information request","MAINTENANCE_SCHEDULE","{""documents"":10,""relevance"":0.8173265399365749}","SELECT * FROM hauling_activities WHERE ...","Response to query 326 with relevant information","HYBRID",0.8353268286750792,2,1207,"POSITIVE","User feedback comment","2025-11-04T12:02:56.127Z"
"cmhsbk3ta0j23maftsdd9v4js","SESSION-0000327","cmhsbjkqa0092maftgwea0hne","Query 327 - Information request","MAINTENANCE_SCHEDULE","{""documents"":10,""relevance"":0.756576020475004}","SELECT * FROM hauling_activities WHERE ...","Response to query 327 with relevant information","HYBRID",0.898084294043302,0,343,"NEGATIVE","User feedback comment","2025-11-05T21:02:56.127Z"
"cmhsbk3tb0j24maftufwwktsb","SESSION-0000328","cmhsbjkqc0093maft2uldz900","Query 328 - Information request","MAINTENANCE_SCHEDULE","{""documents"":6,""relevance"":0.7533308304988489}",,"Response to query 328 with relevant information","RULE_ENGINE",0.8447610593696822,2,1211,"POSITIVE","User feedback comment","2025-11-02T12:02:56.127Z"
"cmhsbk3tc0j25maftmy3eu2a8","SESSION-0000329","cmhsbjkqd0094maftbabzeain","Query 329 - Information request","DELAY_ANALYSIS","{""documents"":8,""relevance"":0.7692909388977973}","SELECT * FROM hauling_activities WHERE ...","Response to query 329 with relevant information","RULE_ENGINE",0.8110157463664285,2,1399,"POSITIVE",,"2025-11-02T07:02:56.127Z"
"cmhsbk3te0j26maft95zwq3kr","SESSION-0000330","cmhsbjkqf0095maftjsicadyg","Query 330 - Information request","FUEL_REPORT","{""documents"":3,""relevance"":0.8432949820089171}",,"Response to query 330 with relevant information","DATABASE",0.7664340972903814,2,1172,,,"2025-11-03T00:02:56.127Z"
"cmhsbk3tf0j27maftew39dgo6","SESSION-0000331","cmhsbjkqh0096maftx0yh3q8q","Query 331 - Information request","PRODUCTION_QUERY","{""documents"":4,""relevance"":0.7647467396733834}","SELECT * FROM hauling_activities WHERE ...","Response to query 331 with relevant information","RULE_ENGINE",0.7086418398980403,0,383,"POSITIVE",,"2025-10-13T11:02:56.127Z"
"cmhsbk3tg0j28maft4g39cwgm","SESSION-0000332","cmhsbjkqj0097maftum7zi0m7","Query 332 - Information request","MAINTENANCE_SCHEDULE","{""documents"":4,""relevance"":0.933026189942394}",,"Response to query 332 with relevant information","HYBRID",0.7119612687185783,1,824,"NEGATIVE",,"2025-10-15T14:02:56.127Z"
"cmhsbk3ti0j29maftbcke0nos","SESSION-0000333","cmhsbjkqm0098maftezrz3rus","Query 333 - Information request","MAINTENANCE_SCHEDULE","{""documents"":5,""relevance"":0.781071492471327}",,"Response to query 333 with relevant information","RULE_ENGINE",0.7826582473942382,1,731,"NEGATIVE",,"2025-10-17T00:02:56.127Z"
"cmhsbk3tj0j2amaftk7g0794g","SESSION-0000334","cmhsbjkqp0099maftfue8n5ew","Query 334 - Information request","DELAY_ANALYSIS","{""documents"":1,""relevance"":0.9410663836731039}",,"Response to query 334 with relevant information","RULE_ENGINE",0.7033560681125517,1,512,"POSITIVE","User feedback comment","2025-10-30T16:02:56.127Z"
"cmhsbk3tl0j2bmaft8ggwab3o","SESSION-0000335","cmhsbjkqq009amaftbyw6eriu","Query 335 - Information request","MAINTENANCE_SCHEDULE","{""documents"":7,""relevance"":0.8412917928218047}","SELECT * FROM hauling_activities WHERE ...","Response to query 335 with relevant information","ML_MODEL",0.8374098446251776,2,1351,,,"2025-10-21T08:02:56.127Z"
"cmhsbk3tm0j2cmaftrz9u268a","SESSION-0000336","cmhsbjkqt009bmaft09z05vro","Query 336 - Information request","EQUIPMENT_STATUS","{""documents"":4,""relevance"":0.8291265655208124}",,"Response to query 336 with relevant information","HYBRID",0.855713921759662,2,1090,"NEGATIVE",,"2025-10-24T23:02:56.127Z"
"cmhsbk3tn0j2dmaftcdzu6syy","SESSION-0000337","cmhsbjkqv009cmaft6s1l1z8x","Query 337 - Information request","DELAY_ANALYSIS","{""documents"":2,""relevance"":0.7144936055112021}",,"Response to query 337 with relevant information","DATABASE",0.8730422831271192,1,763,"NEGATIVE",,"2025-10-13T22:02:56.127Z"
"cmhsbk3tp0j2emafto7e06831","SESSION-0000338","cmhsbjkqx009dmaftsamc8usp","Query 338 - Information request","DELAY_ANALYSIS","{""documents"":8,""relevance"":0.9227435295057612}","SELECT * FROM hauling_activities WHERE ...","Response to query 338 with relevant information","ML_MODEL",0.7774513167287711,1,921,"POSITIVE",,"2025-10-26T14:02:56.127Z"
"cmhsbk3tq0j2fmaft58jwfvxg","SESSION-0000339","cmhsbjkqz009emafti80k2wyu","Query 339 - Information request","FUEL_REPORT","{""documents"":9,""relevance"":0.8245358957430958}","SELECT * FROM hauling_activities WHERE ...","Response to query 339 with relevant information","HYBRID",0.9377906036430685,2,1062,"NEGATIVE",,"2025-11-05T22:02:56.127Z"
"cmhsbk3tr0j2gmaftge9qpb94","SESSION-0000340","cmhsbjkr1009fmafte821gknb","Query 340 - Information request","DELAY_ANALYSIS","{""documents"":5,""relevance"":0.8221778612086295}","SELECT * FROM hauling_activities WHERE ...","Response to query 340 with relevant information","DATABASE",0.7224636053001856,1,687,,,"2025-10-15T20:02:56.127Z"
"cmhsbk3ts0j2hmaft30xdgxnf","SESSION-0000341","cmhsbjkr3009gmaft787xjh9v","Query 341 - Information request","MAINTENANCE_SCHEDULE","{""documents"":8,""relevance"":0.8158254744556638}","SELECT * FROM hauling_activities WHERE ...","Response to query 341 with relevant information","ML_MODEL",0.7727278224569716,2,1480,"POSITIVE",,"2025-10-17T12:02:56.127Z"
"cmhsbk3tu0j2imaftqvbre69j","SESSION-0000342","cmhsbjkr5009hmaft6b7iheuy","Query 342 - Information request","EQUIPMENT_STATUS","{""documents"":10,""relevance"":0.7063112887931802}",,"Response to query 342 with relevant information","ML_MODEL",0.8044254326019882,1,727,"NEGATIVE",,"2025-11-05T09:02:56.127Z"
"cmhsbk3tv0j2jmaft8cti69ut","SESSION-0000343","cmhsbjkr6009imaftxfnnfb1w","Query 343 - Information request","MAINTENANCE_SCHEDULE","{""documents"":3,""relevance"":0.8355052083922452}","SELECT * FROM hauling_activities WHERE ...","Response to query 343 with relevant information","RULE_ENGINE",0.9146390930906079,1,506,"POSITIVE",,"2025-11-04T02:02:56.127Z"
"cmhsbk3tw0j2kmaft89x4a3w6","SESSION-0000344","cmhsbjkr8009jmaftkll1erx1","Query 344 - Information request","PRODUCTION_QUERY","{""documents"":2,""relevance"":0.854315311163003}",,"Response to query 344 with relevant information","DATABASE",0.7912991577683515,1,672,"NEGATIVE","User feedback comment","2025-10-24T18:02:56.127Z"
"cmhsbk3tx0j2lmaftaodc4w1i","SESSION-0000345","cmhsbjkr9009kmaftspz2x2yx","Query 345 - Information request","EQUIPMENT_STATUS","{""documents"":4,""relevance"":0.8361162243751699}","SELECT * FROM hauling_activities WHERE ...","Response to query 345 with relevant information","ML_MODEL",0.816179018686131,2,1277,,,"2025-11-01T08:02:56.127Z"
"cmhsbk3tz0j2mmaftprqx31ng","SESSION-0000346","cmhsbjkrb009lmaftf0u0a9xg","Query 346 - Information request","FUEL_REPORT","{""documents"":6,""relevance"":0.7384295241124587}",,"Response to query 346 with relevant information","HYBRID",0.8235093056381348,1,823,,,"2025-10-25T21:02:56.127Z"
"cmhsbk3u10j2nmaft2x2mhs5c","SESSION-0000347","cmhsbjkrc009mmaftcpefzwp7","Query 347 - Information request","FUEL_REPORT","{""documents"":5,""relevance"":0.9214699124273098}","SELECT * FROM hauling_activities WHERE ...","Response to query 347 with relevant information","DATABASE",0.7005116612113296,1,627,"POSITIVE",,"2025-10-21T01:02:56.127Z"
"cmhsbk3u20j2omaftsmrgwmx3","SESSION-0000348","cmhsbjkre009nmaftaa6mf3li","Query 348 - Information request","PRODUCTION_QUERY","{""documents"":10,""relevance"":0.7978556497799202}","SELECT * FROM hauling_activities WHERE ...","Response to query 348 with relevant information","ML_MODEL",0.8625690577023399,1,860,"POSITIVE",,"2025-10-19T02:02:56.127Z"
"cmhsbk3u40j2pmaftk9fsgac8","SESSION-0000349","cmhsbjkrg009omaft4p78y5a7","Query 349 - Information request","DELAY_ANALYSIS","{""documents"":5,""relevance"":0.928951457296245}","SELECT * FROM hauling_activities WHERE ...","Response to query 349 with relevant information","RULE_ENGINE",0.7854852036754901,1,674,"NEGATIVE",,"2025-11-08T06:02:56.127Z"
"cmhsbk3u50j2qmafty9jxmyme","SESSION-0000350","cmhsbjkri009pmafty8cosci7","Query 350 - Information request","MAINTENANCE_SCHEDULE","{""documents"":2,""relevance"":0.9410747148603991}","SELECT * FROM hauling_activities WHERE ...","Response to query 350 with relevant information","HYBRID",0.8014013315857957,0,345,"POSITIVE",,"2025-11-01T01:02:56.127Z"
"cmhsbk3u60j2rmaftolh309zv","SESSION-0000351","cmhsbjkrj009qmaft4ucs3a8r","Query 351 - Information request","FUEL_REPORT","{""documents"":9,""relevance"":0.9475945750801116}","SELECT * FROM hauling_activities WHERE ...","Response to query 351 with relevant information","ML_MODEL",0.8969819082908899,2,1311,,,"2025-10-22T11:02:56.127Z"
"cmhsbk3u70j2smaftqlsagnkq","SESSION-0000352","cmhsbjkrl009rmaftbbl400z8","Query 352 - Information request","FUEL_REPORT","{""documents"":4,""relevance"":0.8827998610405112}","SELECT * FROM hauling_activities WHERE ...","Response to query 352 with relevant information","ML_MODEL",0.7017443289812755,2,1162,,,"2025-10-31T10:02:56.127Z"
"cmhsbk3u90j2tmaftas8y4ebc","SESSION-0000353","cmhsbjkrm009smaft3mi8r3tj","Query 353 - Information request","MAINTENANCE_SCHEDULE","{""documents"":1,""relevance"":0.7195102650491636}",,"Response to query 353 with relevant information","HYBRID",0.7659456518721053,1,932,"POSITIVE",,"2025-11-07T11:02:56.127Z"
"cmhsbk3ua0j2umaft4je6ttgu","SESSION-0000354","cmhsbjkrn009tmaftkl1oouks","Query 354 - Information request","FUEL_REPORT","{""documents"":6,""relevance"":0.7075885643204373}",,"Response to query 354 with relevant information","DATABASE",0.9401912780588696,1,969,"POSITIVE",,"2025-11-06T01:02:56.127Z"
"cmhsbk3ub0j2vmaftferf0t8k","SESSION-0000355","cmhsbjkrp009umaftvofbofmp","Query 355 - Information request","MAINTENANCE_SCHEDULE","{""documents"":9,""relevance"":0.9319299533804152}",,"Response to query 355 with relevant information","DATABASE",0.8097921521639473,1,790,"NEGATIVE",,"2025-10-12T18:02:56.127Z"
"cmhsbk3uc0j2wmaftdensqd4j","SESSION-0000356","cmhsbjkrq009vmafthyt00vlp","Query 356 - Information request","EQUIPMENT_STATUS","{""documents"":6,""relevance"":0.8145213431394815}",,"Response to query 356 with relevant information","ML_MODEL",0.7147495868226407,2,1428,"NEGATIVE",,"2025-10-27T10:02:56.127Z"
"cmhsbk3ud0j2xmaft0pbxo98k","SESSION-0000357","cmhsbjkrs009wmaftnm6k82k5","Query 357 - Information request","PRODUCTION_QUERY","{""documents"":7,""relevance"":0.7766873909486026}","SELECT * FROM hauling_activities WHERE ...","Response to query 357 with relevant information","HYBRID",0.9434436280996341,1,963,"POSITIVE","User feedback comment","2025-11-05T10:02:56.127Z"
"cmhsbk3uf0j2ymaftpnwbagiv","SESSION-0000358","cmhsbjkrt009xmaft5b8g1oin","Query 358 - Information request","DELAY_ANALYSIS","{""documents"":9,""relevance"":0.8357729135315528}","SELECT * FROM hauling_activities WHERE ...","Response to query 358 with relevant information","HYBRID",0.8889834026025532,0,419,"POSITIVE",,"2025-10-17T10:02:56.127Z"
"cmhsbk3uh0j2zmafthbbdasra","SESSION-0000359","cmhsbjkrv009ymaft5skfv8x0","Query 359 - Information request","MAINTENANCE_SCHEDULE","{""documents"":10,""relevance"":0.7702812459353332}","SELECT * FROM hauling_activities WHERE ...","Response to query 359 with relevant information","DATABASE",0.7607713738280688,1,564,"POSITIVE",,"2025-10-11T03:02:56.127Z"
"cmhsbk3uj0j30maft9poxt6ui","SESSION-0000360","cmhsbjkrx009zmaft07gkfhma","Query 360 - Information request","MAINTENANCE_SCHEDULE","{""documents"":6,""relevance"":0.8851901696361264}",,"Response to query 360 with relevant information","HYBRID",0.936074428864231,2,1301,"POSITIVE",,"2025-11-03T06:02:56.127Z"
"cmhsbk3uk0j31maftq68kk35v","SESSION-0000361","cmhsbjkrz00a0maft6vd0qli0","Query 361 - Information request","MAINTENANCE_SCHEDULE","{""documents"":7,""relevance"":0.8436659328338094}",,"Response to query 361 with relevant information","HYBRID",0.8924428402595866,2,1204,"POSITIVE",,"2025-11-06T11:02:56.127Z"
"cmhsbk3ul0j32maft1wvskbbk","SESSION-0000362","cmhsbjks000a1maftgo37jwnl","Query 362 - Information request","FUEL_REPORT","{""documents"":7,""relevance"":0.9261019704657192}",,"Response to query 362 with relevant information","ML_MODEL",0.9320059494159455,0,445,"NEGATIVE",,"2025-10-12T12:02:56.127Z"
"cmhsbk3un0j33maftagnrsfsr","SESSION-0000363","cmhsbjks200a2maft45pli875","Query 363 - Information request","MAINTENANCE_SCHEDULE","{""documents"":8,""relevance"":0.7909962144305784}",,"Response to query 363 with relevant information","RULE_ENGINE",0.9448746692113468,1,516,"NEGATIVE","User feedback comment","2025-10-19T20:02:56.127Z"
"cmhsbk3uo0j34mafttovxf8be","SESSION-0000364","cmhsbjks300a3mafty6thghqt","Query 364 - Information request","PRODUCTION_QUERY","{""documents"":6,""relevance"":0.8128699712033228}",,"Response to query 364 with relevant information","HYBRID",0.7553008512149101,2,1196,"NEGATIVE",,"2025-10-24T14:02:56.127Z"
"cmhsbk3up0j35maft3revzfz5","SESSION-0000365","cmhsbjks500a4mafts5rbeulq","Query 365 - Information request","MAINTENANCE_SCHEDULE","{""documents"":8,""relevance"":0.9495824363054768}","SELECT * FROM hauling_activities WHERE ...","Response to query 365 with relevant information","DATABASE",0.7481628069177603,1,659,"POSITIVE","User feedback comment","2025-10-11T03:02:56.127Z"
"cmhsbk3uq0j36maftb2qb6nuu","SESSION-0000366","cmhsbjks700a5maftjj8lx44f","Query 366 - Information request","PRODUCTION_QUERY","{""documents"":10,""relevance"":0.8930241949880839}","SELECT * FROM hauling_activities WHERE ...","Response to query 366 with relevant information","RULE_ENGINE",0.8138950661291748,1,573,,,"2025-10-17T08:02:56.127Z"
"cmhsbk3us0j37maftl3d9k0bj","SESSION-0000367","cmhsbjks800a6maftg313744x","Query 367 - Information request","EQUIPMENT_STATUS","{""documents"":10,""relevance"":0.8729393339352658}",,"Response to query 367 with relevant information","RULE_ENGINE",0.8022242233994763,1,759,,,"2025-10-31T03:02:56.127Z"
"cmhsbk3ut0j38maftsew9mumy","SESSION-0000368","cmhsbjks900a7maftnqhje47y","Query 368 - Information request","MAINTENANCE_SCHEDULE","{""documents"":7,""relevance"":0.784878537557547}","SELECT * FROM hauling_activities WHERE ...","Response to query 368 with relevant information","RULE_ENGINE",0.8669201479599856,1,723,,,"2025-10-26T18:02:56.127Z"
"cmhsbk3uu0j39mafthvg5yrw1","SESSION-0000369","cmhsbjksb00a8maft7guyhgno","Query 369 - Information request","MAINTENANCE_SCHEDULE","{""documents"":5,""relevance"":0.7100507926241462}","SELECT * FROM hauling_activities WHERE ...","Response to query 369 with relevant information","HYBRID",0.8419685353995532,1,750,"POSITIVE","User feedback comment","2025-10-19T01:02:56.127Z"
"cmhsbk3uw0j3amaft9v28otor","SESSION-0000370","cmhsbjksd00a9maftiumahxc5","Query 370 - Information request","PRODUCTION_QUERY","{""documents"":5,""relevance"":0.8266899078261022}",,"Response to query 370 with relevant information","HYBRID",0.8256571175013073,1,562,,,"2025-10-16T19:02:56.127Z"
"cmhsbk3uy0j3bmaft2617t36l","SESSION-0000371","cmhsbjksf00aamaftpe9vif6z","Query 371 - Information request","DELAY_ANALYSIS","{""documents"":4,""relevance"":0.9224074013113975}","SELECT * FROM hauling_activities WHERE ...","Response to query 371 with relevant information","HYBRID",0.896558917351239,1,862,"POSITIVE",,"2025-11-07T19:02:56.127Z"
"cmhsbk3uz0j3cmaftdlfovao7","SESSION-0000372","cmhsbjksg00abmaftv56f0n72","Query 372 - Information request","FUEL_REPORT","{""documents"":1,""relevance"":0.8104179322054668}",,"Response to query 372 with relevant information","ML_MODEL",0.8038609504752523,2,1071,"NEGATIVE","User feedback comment","2025-10-12T20:02:56.127Z"
"cmhsbk3v10j3dmaft76ocgnwv","SESSION-0000373","cmhsbjksh00acmaftetzyen0i","Query 373 - Information request","FUEL_REPORT","{""documents"":10,""relevance"":0.8828928832870886}","SELECT * FROM hauling_activities WHERE ...","Response to query 373 with relevant information","DATABASE",0.7314155985115839,2,1455,"POSITIVE","User feedback comment","2025-11-02T19:02:56.127Z"
"cmhsbk3v20j3emaft4s7kvhrh","SESSION-0000374","cmhsbjksj00admaftquihicjr","Query 374 - Information request","FUEL_REPORT","{""documents"":1,""relevance"":0.7435785464141055}","SELECT * FROM hauling_activities WHERE ...","Response to query 374 with relevant information","RULE_ENGINE",0.8747812318320982,2,1051,,"User feedback comment","2025-11-04T22:02:56.127Z"
"cmhsbk3v30j3fmaftt5mvf3kd","SESSION-0000375","cmhsbjksk00aemaftrgptk91j","Query 375 - Information request","EQUIPMENT_STATUS","{""documents"":6,""relevance"":0.799639406948299}","SELECT * FROM hauling_activities WHERE ...","Response to query 375 with relevant information","HYBRID",0.7329802641873087,0,366,"POSITIVE",,"2025-10-18T20:02:56.127Z"
"cmhsbk3v50j3gmaftpmfj4lw0","SESSION-0000376","cmhsbjksl00afmaft1o3dwrk8","Query 376 - Information request","EQUIPMENT_STATUS","{""documents"":10,""relevance"":0.7620486596922478}",,"Response to query 376 with relevant information","HYBRID",0.8479868976119118,2,1183,"NEGATIVE",,"2025-10-27T14:02:56.127Z"
"cmhsbk3v60j3hmaft7apf7fl7","SESSION-0000377","cmhsbjksm00agmaft6im51dmo","Query 377 - Information request","DELAY_ANALYSIS","{""documents"":6,""relevance"":0.8465303852445294}","SELECT * FROM hauling_activities WHERE ...","Response to query 377 with relevant information","DATABASE",0.9158507843508679,2,1488,"POSITIVE",,"2025-10-22T23:02:56.127Z"
"cmhsbk3v70j3imaftq77w36v6","SESSION-0000378","cmhsbjksn00ahmaftfcqd4l2w","Query 378 - Information request","FUEL_REPORT","{""documents"":10,""relevance"":0.7046723658671006}",,"Response to query 378 with relevant information","HYBRID",0.7518043801978385,1,539,,,"2025-10-17T04:02:56.127Z"
"cmhsbk3v80j3jmaftjv89kzt0","SESSION-0000379","cmhsbjkso00aimaftg86nljzj","Query 379 - Information request","DELAY_ANALYSIS","{""documents"":3,""relevance"":0.7925325341756718}",,"Response to query 379 with relevant information","HYBRID",0.8958074644082764,1,760,"NEGATIVE",,"2025-11-06T16:02:56.127Z"
"cmhsbk3va0j3kmaft4vrikvse","SESSION-0000380","cmhsbjksp00ajmaftavugw77q","Query 380 - Information request","PRODUCTION_QUERY","{""documents"":10,""relevance"":0.8734143895729514}","SELECT * FROM hauling_activities WHERE ...","Response to query 380 with relevant information","DATABASE",0.7725543356397744,0,465,"POSITIVE","User feedback comment","2025-11-08T03:02:56.127Z"
"cmhsbk3vb0j3lmaftk42bhyfx","SESSION-0000381","cmhsbjksr00akmaftmqhgvar0","Query 381 - Information request","MAINTENANCE_SCHEDULE","{""documents"":10,""relevance"":0.8619443489001697}","SELECT * FROM hauling_activities WHERE ...","Response to query 381 with relevant information","DATABASE",0.8938531233908363,0,386,,,"2025-10-23T04:02:56.127Z"
"cmhsbk3vd0j3mmaft3f5gb53t","SESSION-0000382","cmhsbjkss00almaftzqfal0rs","Query 382 - Information request","EQUIPMENT_STATUS","{""documents"":8,""relevance"":0.8346872288439823}","SELECT * FROM hauling_activities WHERE ...","Response to query 382 with relevant information","DATABASE",0.8902331192891997,1,718,,,"2025-10-13T19:02:56.127Z"
"cmhsbk3vf0j3nmaftdkemg8gb","SESSION-0000383","cmhsbjksu00ammaftkvd5f1b2","Query 383 - Information request","EQUIPMENT_STATUS","{""documents"":8,""relevance"":0.8827077044420408}","SELECT * FROM hauling_activities WHERE ...","Response to query 383 with relevant information","HYBRID",0.7563585536068815,1,653,"POSITIVE","User feedback comment","2025-10-28T21:02:56.127Z"
"cmhsbk3vg0j3omaftmuf68bnj","SESSION-0000384","cmhsbjksv00anmaft2wdlznwq","Query 384 - Information request","DELAY_ANALYSIS","{""documents"":5,""relevance"":0.9080772278684457}",,"Response to query 384 with relevant information","DATABASE",0.801804776752155,1,631,"POSITIVE",,"2025-10-11T13:02:56.127Z"
