"id","recommendationId","recommendation","category","priority","justification","contextData","estimatedImpact","estimatedSavings","status","executedBy","executedAt","actualImpact","effectiveness","remarks","timestamp","updatedAt"
"cmhsbk34d0il1maft0ektjcdt","REC-0000313","Recommendation 313 - Optimize operational efficiency","PRODUCTION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":189}","Positive impact on efficiency",15423625.32798312,"IGNORED",,,,,,"2025-09-18T23:02:55.225Z","2025-11-09T23:02:55.694Z"
"cmhsbk34f0il2maftoo94gilu","REC-0000314","Recommendation 314 - Optimize operational efficiency","PRODUCTION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":322}",,7235481.57554766,"PENDING",,,,,,"2025-10-06T23:02:55.225Z","2025-11-09T23:02:55.695Z"
"cmhsbk34g0il3maftrzezvs5d","REC-0000315","Recommendation 315 - Optimize operational efficiency","PRODUCTION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":33}","Positive impact on efficiency",19992863.25442684,"EXECUTED","cmhsbjkfm001emaftwp1629bg","2025-10-01T00:04:07.192Z","Implemented successfully",0.8298702018749586,,"2025-09-30T23:02:55.225Z","2025-11-09T23:02:55.696Z"
"cmhsbk34i0il4mafte5rprde2","REC-0000316","Recommendation 316 - Optimize operational efficiency","ROUTE_OPTIMIZATION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":291}",,16614991.09194024,"PENDING",,,,,,"2025-11-03T23:02:55.225Z","2025-11-09T23:02:55.698Z"
"cmhsbk34k0il5maftv2ewshd8","REC-0000317","Recommendation 317 - Optimize operational efficiency","SAFETY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":213}","Positive impact on efficiency",18329895.44680263,"EXECUTED","cmhsbjkfo001gmaft5x1mibe6","2025-10-19T01:40:30.008Z","Implemented successfully",0.7587657957492608,,"2025-10-15T23:02:55.225Z","2025-11-09T23:02:55.700Z"
"cmhsbk34l0il6maftnd80seiy","REC-0000318","Recommendation 318 - Optimize operational efficiency","FUEL_EFFICIENCY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":713}","Positive impact on efficiency",25625419.81141548,"EXECUTED","cmhsbjkfq001hmaft7ulgwdck","2025-10-11T15:19:31.057Z","Implemented successfully",0.8564380516525507,,"2025-10-07T23:02:55.225Z","2025-11-09T23:02:55.702Z"
"cmhsbk34n0il7maftoupgl3yo","REC-0000319","Recommendation 319 - Optimize operational efficiency","PRODUCTION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":7}","Positive impact on efficiency",43695342.66130402,"EXECUTED","cmhsbjkfr001imaftzea5gttz","2025-10-31T15:28:53.429Z","Implemented successfully",0.8383560984118615,,"2025-10-27T23:02:55.225Z","2025-11-09T23:02:55.703Z"
"cmhsbk34o0il8maftkpi6ron0","REC-0000320","Recommendation 320 - Optimize operational efficiency","ROUTE_OPTIMIZATION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":752}","Positive impact on efficiency",18692349.9380763,"EXECUTED","cmhsbjkfs001jmaftkhidw659","2025-10-02T13:40:06.694Z","Implemented successfully",0.9228372456739872,,"2025-09-27T23:02:55.225Z","2025-11-09T23:02:55.705Z"
"cmhsbk34p0il9maft1cum8kty","REC-0000321","Recommendation 321 - Optimize operational efficiency","ALLOCATION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":284}","Positive impact on efficiency",18861740.89107461,"EXECUTED","cmhsbjkfu001kmaftyk6iltee","2025-09-25T03:57:19.311Z","Implemented successfully",0.6997691837563328,,"2025-09-23T23:02:55.225Z","2025-11-09T23:02:55.706Z"
"cmhsbk34r0ilamaft48la9vxl","REC-0000322","Recommendation 322 - Optimize operational efficiency","PRODUCTION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":589}","Positive impact on efficiency",33835060.02094657,"IGNORED",,,,,,"2025-11-06T23:02:55.225Z","2025-11-09T23:02:55.707Z"
"cmhsbk34s0ilbmaftrhdbxrh0","REC-0000323","Recommendation 323 - Optimize operational efficiency","FUEL_EFFICIENCY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":102}","Positive impact on efficiency",32354105.34775168,"IGNORED",,,,,,"2025-10-08T23:02:55.225Z","2025-11-09T23:02:55.708Z"
"cmhsbk34t0ilcmafti77h19wa","REC-0000324","Recommendation 324 - Optimize operational efficiency","ALLOCATION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":563}","Positive impact on efficiency",31662411.47344474,"EXECUTED","cmhsbjkfy001nmaftebg9054r","2025-10-07T10:59:14.209Z","Implemented successfully",0.6332305120765207,,"2025-10-04T23:02:55.225Z","2025-11-09T23:02:55.710Z"
"cmhsbk34v0ildmaftl4gql2zn","REC-0000325","Recommendation 325 - Optimize operational efficiency","ALLOCATION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":756}","Positive impact on efficiency",7862630.241329489,"IGNORED",,,,,,"2025-10-24T23:02:55.225Z","2025-11-09T23:02:55.711Z"
"cmhsbk34w0ilemaftzuyq9ejt","REC-0000326","Recommendation 326 - Optimize operational efficiency","PRODUCTION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":147}","Positive impact on efficiency",28905419.87052682,"IGNORED",,,,,,"2025-09-16T23:02:55.225Z","2025-11-09T23:02:55.712Z"
"cmhsbk34x0ilfmaft7ouu256l","REC-0000327","Recommendation 327 - Optimize operational efficiency","ALLOCATION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":627}",,52020420.58868063,"PENDING",,,,,,"2025-11-05T23:02:55.225Z","2025-11-09T23:02:55.714Z"
"cmhsbk34z0ilgmaftx5ka0a3c","REC-0000328","Recommendation 328 - Optimize operational efficiency","ALLOCATION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":525}","Positive impact on efficiency",28025681.72111986,"EXECUTED","cmhsbjkg4001rmaft4ku8515q","2025-09-25T09:52:27.803Z","Implemented successfully",0.684342779229443,,"2025-09-22T23:02:55.225Z","2025-11-09T23:02:55.716Z"
"cmhsbk3510ilhmaftq9h89j79","REC-0000329","Recommendation 329 - Optimize operational efficiency","PRODUCTION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":891}","Positive impact on efficiency",26592793.20030265,"EXECUTED","cmhsbjkg5001smaft0h451znz","2025-09-26T14:36:50.040Z","Implemented successfully",0.7809123298140905,,"2025-09-20T23:02:55.225Z","2025-11-09T23:02:55.718Z"
"cmhsbk3530ilimaft06xkbquq","REC-0000330","Recommendation 330 - Optimize operational efficiency","PRODUCTION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":446}","Positive impact on efficiency",47832377.32570496,"EXECUTED","cmhsbjkg6001tmafts5b06c7e","2025-09-27T18:27:13.257Z","Implemented successfully",0.7706733421613408,,"2025-09-20T23:02:55.225Z","2025-11-09T23:02:55.719Z"
"cmhsbk3540iljmaftl5hca74q","REC-0000331","Recommendation 331 - Optimize operational efficiency","PRODUCTION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":353}","Positive impact on efficiency",8526615.987562686,"IGNORED",,,,,,"2025-10-12T23:02:55.225Z","2025-11-09T23:02:55.720Z"
"cmhsbk3550ilkmaft8qvjkl7i","REC-0000332","Recommendation 332 - Optimize operational efficiency","FUEL_EFFICIENCY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":662}","Positive impact on efficiency",52086612.86006997,"IGNORED",,,,,,"2025-11-07T23:02:55.225Z","2025-11-09T23:02:55.721Z"
"cmhsbk3560illmaftgqca7smc","REC-0000333","Recommendation 333 - Optimize operational efficiency","PRODUCTION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":576}","Positive impact on efficiency",37221984.06234582,"EXECUTED","cmhsbjkdq0002maftd9q9pi93","2025-11-19T00:42:33.024Z","Implemented successfully",0.7264416066147273,,"2025-11-09T23:02:55.225Z","2025-11-09T23:02:55.723Z"
"cmhsbk3580ilmmaftmpltdhzw","REC-0000334","Recommendation 334 - Optimize operational efficiency","ALLOCATION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":416}","Positive impact on efficiency",41377790.88953117,"EXECUTED","cmhsbjkds0003maftiu78c3i0","2025-10-19T11:12:22.177Z","Implemented successfully",0.6396634955858593,,"2025-10-16T23:02:55.225Z","2025-11-09T23:02:55.724Z"
"cmhsbk3590ilnmaftk0ec1khj","REC-0000335","Recommendation 335 - Optimize operational efficiency","PRODUCTION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":439}","Positive impact on efficiency",37281933.64544755,"IGNORED",,,,,,"2025-10-08T23:02:55.225Z","2025-11-09T23:02:55.726Z"
"cmhsbk35b0ilomaftx2rest3j","REC-0000336","Recommendation 336 - Optimize operational efficiency","ROUTE_OPTIMIZATION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":762}","Positive impact on efficiency",48323678.19977938,"EXECUTED","cmhsbjkdv0005maftk0yc9ndo","2025-11-09T15:55:05.624Z","Implemented successfully",0.6535770360767036,,"2025-10-30T23:02:55.225Z","2025-11-09T23:02:55.727Z"
"cmhsbk35c0ilpmaft9u1z7qar","REC-0000337","Recommendation 337 - Optimize operational efficiency","ROUTE_OPTIMIZATION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":308}","Positive impact on efficiency",19611605.37659835,"IGNORED",,,,,,"2025-09-20T23:02:55.225Z","2025-11-09T23:02:55.728Z"
"cmhsbk35d0ilqmaft8jg7yddw","REC-0000338","Recommendation 338 - Optimize operational efficiency","ROUTE_OPTIMIZATION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":76}","Positive impact on efficiency",28663727.85808019,"IGNORED",,,,,,"2025-09-15T23:02:55.225Z","2025-11-09T23:02:55.730Z"
"cmhsbk35f0ilrmaft85vbjlku","REC-0000339","Recommendation 339 - Optimize operational efficiency","ROUTE_OPTIMIZATION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":484}","Positive impact on efficiency",16216394.07211481,"EXECUTED","cmhsbjkdz0008maft3coo45ec","2025-09-19T01:27:41.160Z","Implemented successfully",0.8631794796490853,,"2025-09-12T23:02:55.225Z","2025-11-09T23:02:55.732Z"
"cmhsbk35h0ilsmaft1iojlfns","REC-0000340","Recommendation 340 - Optimize operational efficiency","SAFETY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":156}","Positive impact on efficiency",39940364.68398919,"EXECUTED","cmhsbjke10009mafta9mfo3do","2025-09-28T18:46:57.257Z","Implemented successfully",0.902888927310604,,"2025-09-20T23:02:55.225Z","2025-11-09T23:02:55.734Z"
"cmhsbk35j0iltmaft7qyyj5hy","REC-0000341","Recommendation 341 - Optimize operational efficiency","PRODUCTION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":380}","Positive impact on efficiency",30169790.46328278,"EXECUTED","cmhsbjke2000amaftbrbejd56","2025-09-16T04:14:53.687Z","Implemented successfully",0.7341840980546173,,"2025-09-13T23:02:55.225Z","2025-11-09T23:02:55.735Z"
"cmhsbk35k0ilumaftvd3esy2a","REC-0000342","Recommendation 342 - Optimize operational efficiency","MAINTENANCE","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":284}","Positive impact on efficiency",38131015.6733443,"IGNORED",,,,,,"2025-11-07T23:02:55.225Z","2025-11-09T23:02:55.737Z"
"cmhsbk35m0ilvmaft464ydj9b","REC-0000343","Recommendation 343 - Optimize operational efficiency","ROUTE_OPTIMIZATION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":209}","Positive impact on efficiency",37085787.69220778,"IGNORED",,,,,,"2025-10-29T23:02:55.225Z","2025-11-09T23:02:55.738Z"
"cmhsbk35n0ilwmaftr0jtypcp","REC-0000344","Recommendation 344 - Optimize operational efficiency","ALLOCATION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":841}","Positive impact on efficiency",22993642.3766431,"EXECUTED","cmhsbjke6000dmaft50omsmbb","2025-10-01T02:07:24.478Z","Implemented successfully",0.9196063913206041,,"2025-09-29T23:02:55.225Z","2025-11-09T23:02:55.740Z"
"cmhsbk35p0ilxmaft754clyhr","REC-0000345","Recommendation 345 - Optimize operational efficiency","PRODUCTION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":888}",,44909269.479355,"PENDING",,,,,,"2025-09-19T23:02:55.225Z","2025-11-09T23:02:55.741Z"
"cmhsbk35q0ilymafti6y9ddbj","REC-0000346","Recommendation 346 - Optimize operational efficiency","PRODUCTION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":28}","Positive impact on efficiency",48625285.75147933,"EXECUTED","cmhsbjkea000fmaft6p8hpyc1","2025-11-05T11:06:00.743Z","Implemented successfully",0.6800887921603188,,"2025-10-27T23:02:55.225Z","2025-11-09T23:02:55.742Z"
"cmhsbk35r0ilzmaftn5fjj6ye","REC-0000347","Recommendation 347 - Optimize operational efficiency","SAFETY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":11}","Positive impact on efficiency",43250665.90676191,"EXECUTED","cmhsbjkeb000gmaft5y6g409v","2025-09-25T15:36:00.920Z","Implemented successfully",0.9460064956224772,,"2025-09-16T23:02:55.225Z","2025-11-09T23:02:55.744Z"
"cmhsbk35t0im0mafthihsdqgo","REC-0000348","Recommendation 348 - Optimize operational efficiency","PRODUCTION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":157}","Positive impact on efficiency",36646025.57750018,"EXECUTED","cmhsbjkec000hmaft5m3ziehj","2025-09-20T01:58:19.454Z","Implemented successfully",0.6058877583747924,,"2025-09-17T23:02:55.225Z","2025-11-09T23:02:55.745Z"
"cmhsbk35u0im1maftkuoqk9vl","REC-0000349","Recommendation 349 - Optimize operational efficiency","SAFETY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":816}","Positive impact on efficiency",41116399.84105796,"EXECUTED","cmhsbjked000imafthnf2qkbi","2025-10-31T12:39:28.658Z","Implemented successfully",0.6761022219596421,,"2025-10-23T23:02:55.225Z","2025-11-09T23:02:55.746Z"
"cmhsbk35w0im2maftnsa9elo5","REC-0000350","Recommendation 350 - Optimize operational efficiency","FUEL_EFFICIENCY","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":40}","Positive impact on efficiency",45749229.53879405,"IGNORED",,,,,,"2025-10-13T23:02:55.225Z","2025-11-09T23:02:55.748Z"
"cmhsbk35x0im3maftu2iz8kxh","REC-0000351","Recommendation 351 - Optimize operational efficiency","FUEL_EFFICIENCY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":762}",,20720673.14388568,"PENDING",,,,,,"2025-10-14T23:02:55.225Z","2025-11-09T23:02:55.750Z"
"cmhsbk35z0im4maftfqtjgsue","REC-0000352","Recommendation 352 - Optimize operational efficiency","FUEL_EFFICIENCY","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":861}","Positive impact on efficiency",16901298.64716161,"EXECUTED","cmhsbjkei000lmaft1tp11xa3","2025-10-19T04:31:39.760Z","Implemented successfully",0.6855277933160815,,"2025-10-16T23:02:55.225Z","2025-11-09T23:02:55.752Z"
"cmhsbk3600im5maftuwne2d88","REC-0000353","Recommendation 353 - Optimize operational efficiency","ALLOCATION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":963}","Positive impact on efficiency",54119609.91916129,"EXECUTED","cmhsbjkej000mmaftkhfh4ked","2025-11-10T12:24:38.221Z","Implemented successfully",0.8651689448199978,,"2025-10-31T23:02:55.225Z","2025-11-09T23:02:55.753Z"
"cmhsbk3620im6maftnv3ie124","REC-0000354","Recommendation 354 - Optimize operational efficiency","MAINTENANCE","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":597}",,16358884.75195442,"PENDING",,,,,,"2025-10-09T23:02:55.225Z","2025-11-09T23:02:55.754Z"
"cmhsbk3630im7maftgtyt1f28","REC-0000355","Recommendation 355 - Optimize operational efficiency","ROUTE_OPTIMIZATION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":792}","Positive impact on efficiency",47914815.32015241,"IGNORED",,,,,,"2025-10-28T23:02:55.225Z","2025-11-09T23:02:55.756Z"
"cmhsbk3650im8mafty5u9xf2i","REC-0000356","Recommendation 356 - Optimize operational efficiency","FUEL_EFFICIENCY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":209}",,25905355.350173,"PENDING",,,,,,"2025-09-30T23:02:55.225Z","2025-11-09T23:02:55.757Z"
"cmhsbk3660im9maftieebr7dq","REC-0000357","Recommendation 357 - Optimize operational efficiency","SAFETY","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":179}","Positive impact on efficiency",8133460.759898566,"EXECUTED","cmhsbjkep000qmaftz5v0j23y","2025-09-22T20:23:05.247Z","Implemented successfully",0.7361317342369511,,"2025-09-14T23:02:55.225Z","2025-11-09T23:02:55.758Z"
"cmhsbk3670imamaftccuu9agc","REC-0000358","Recommendation 358 - Optimize operational efficiency","ROUTE_OPTIMIZATION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":949}","Positive impact on efficiency",22298400.20201365,"IGNORED",,,,,,"2025-09-21T23:02:55.225Z","2025-11-09T23:02:55.760Z"
"cmhsbk3690imbmaftsz34ft48","REC-0000359","Recommendation 359 - Optimize operational efficiency","ROUTE_OPTIMIZATION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":822}",,42934569.34413373,"PENDING",,,,,,"2025-11-02T23:02:55.225Z","2025-11-09T23:02:55.761Z"
"cmhsbk36a0imcmafti8nieaov","REC-0000360","Recommendation 360 - Optimize operational efficiency","PRODUCTION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":268}",,40840746.80529762,"PENDING",,,,,,"2025-09-19T23:02:55.225Z","2025-11-09T23:02:55.763Z"
"cmhsbk36c0imdmaftwecupvsu","REC-0000361","Recommendation 361 - Optimize operational efficiency","FUEL_EFFICIENCY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":670}","Positive impact on efficiency",47925427.26507732,"IGNORED",,,,,,"2025-09-16T23:02:55.225Z","2025-11-09T23:02:55.764Z"
"cmhsbk36e0imemaftcfbawv87","REC-0000362","Recommendation 362 - Optimize operational efficiency","FUEL_EFFICIENCY","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":466}",,35499437.30428328,"PENDING",,,,,,"2025-09-21T23:02:55.225Z","2025-11-09T23:02:55.766Z"
"cmhsbk36g0imfmaftmubb1zm9","REC-0000363","Recommendation 363 - Optimize operational efficiency","PRODUCTION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":331}",,30717797.05532001,"PENDING",,,,,,"2025-10-04T23:02:55.225Z","2025-11-09T23:02:55.768Z"
"cmhsbk36h0imgmaftyxuur729","REC-0000364","Recommendation 364 - Optimize operational efficiency","FUEL_EFFICIENCY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":130}","Positive impact on efficiency",45899263.82367903,"IGNORED",,,,,,"2025-09-12T23:02:55.225Z","2025-11-09T23:02:55.769Z"
"cmhsbk36i0imhmaft1f5kj16j","REC-0000365","Recommendation 365 - Optimize operational efficiency","FUEL_EFFICIENCY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":892}",,50941227.19619463,"PENDING",,,,,,"2025-09-16T23:02:55.225Z","2025-11-09T23:02:55.771Z"
"cmhsbk36k0imimaft0rtilnth","REC-0000366","Recommendation 366 - Optimize operational efficiency","MAINTENANCE","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":622}","Positive impact on efficiency",22288301.6338047,"IGNORED",,,,,,"2025-09-29T23:02:55.225Z","2025-11-09T23:02:55.772Z"
"cmhsbk36l0imjmaftwcxotrmk","REC-0000367","Recommendation 367 - Optimize operational efficiency","ROUTE_OPTIMIZATION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":692}","Positive impact on efficiency",32027700.21638688,"EXECUTED","cmhsbjkf20010maftc643gj1c","2025-10-31T17:09:59.807Z","Implemented successfully",0.8542704415455015,,"2025-10-28T23:02:55.225Z","2025-11-09T23:02:55.773Z"
"cmhsbk36n0imkmafto8ae9ni9","REC-0000368","Recommendation 368 - Optimize operational efficiency","ROUTE_OPTIMIZATION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":121}","Positive impact on efficiency",22438119.82159263,"EXECUTED","cmhsbjkf40011maftzk8arvmv","2025-10-23T08:38:44.018Z","Implemented successfully",0.9083386777667934,,"2025-10-13T23:02:55.225Z","2025-11-09T23:02:55.775Z"
"cmhsbk36o0imlmafttm7afrkj","REC-0000369","Recommendation 369 - Optimize operational efficiency","ALLOCATION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":852}",,16431449.07221119,"PENDING",,,,,,"2025-10-25T23:02:55.225Z","2025-11-09T23:02:55.777Z"
"cmhsbk36q0immmaftafr06blg","REC-0000370","Recommendation 370 - Optimize operational efficiency","ALLOCATION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":955}","Positive impact on efficiency",11754435.15247519,"EXECUTED","cmhsbjkf70013maftuxbjtngc","2025-11-08T13:52:47.631Z","Implemented successfully",0.9420905166333903,,"2025-11-07T23:02:55.225Z","2025-11-09T23:02:55.778Z"
"cmhsbk36r0imnmaftvjzffk04","REC-0000371","Recommendation 371 - Optimize operational efficiency","ROUTE_OPTIMIZATION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":758}",,27570022.92071254,"PENDING",,,,,,"2025-10-27T23:02:55.225Z","2025-11-09T23:02:55.779Z"
"cmhsbk36s0imomaftx6b4hfd7","REC-0000372","Recommendation 372 - Optimize operational efficiency","PRODUCTION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":22}",,9125865.616955005,"PENDING",,,,,,"2025-09-22T23:02:55.225Z","2025-11-09T23:02:55.781Z"
"cmhsbk36u0impmaftw10w2t1v","REC-0000373","Recommendation 373 - Optimize operational efficiency","ROUTE_OPTIMIZATION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":979}",,14531593.57603553,"PENDING",,,,,,"2025-10-31T23:02:55.225Z","2025-11-09T23:02:55.783Z"
"cmhsbk36w0imqmaft84k6gcie","REC-0000374","Recommendation 374 - Optimize operational efficiency","ALLOCATION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":208}",,28364562.42086508,"PENDING",,,,,,"2025-11-01T23:02:55.225Z","2025-11-09T23:02:55.785Z"
"cmhsbk36y0imrmaftrgxihuxz","REC-0000375","Recommendation 375 - Optimize operational efficiency","ROUTE_OPTIMIZATION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":166}",,5764818.562670911,"PENDING",,,,,,"2025-10-26T23:02:55.225Z","2025-11-09T23:02:55.786Z"
"cmhsbk36z0imsmaftu1soc855","REC-0000376","Recommendation 376 - Optimize operational efficiency","SAFETY","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":655}","Positive impact on efficiency",42921653.93688975,"EXECUTED","cmhsbjkff0019mafttrr09lpb","2025-10-20T17:40:29.149Z","Implemented successfully",0.9075251000207998,,"2025-10-12T23:02:55.225Z","2025-11-09T23:02:55.787Z"
"cmhsbk3700imtmaftvbtswqe2","REC-0000377","Recommendation 377 - Optimize operational efficiency","FUEL_EFFICIENCY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":964}",,50636379.94017051,"PENDING",,,,,,"2025-10-22T23:02:55.225Z","2025-11-09T23:02:55.789Z"
"cmhsbk3720imumaft7fbmrzdf","REC-0000378","Recommendation 378 - Optimize operational efficiency","ROUTE_OPTIMIZATION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":568}","Positive impact on efficiency",27827762.80510801,"IGNORED",,,,,,"2025-11-08T23:02:55.225Z","2025-11-09T23:02:55.790Z"
"cmhsbk3730imvmaft38cyiaxd","REC-0000379","Recommendation 379 - Optimize operational efficiency","PRODUCTION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":214}","Positive impact on efficiency",10127942.3125148,"EXECUTED","cmhsbjkfj001cmafts1vmlkvl","2025-11-05T23:06:55.514Z","Implemented successfully",0.6112621640425209,,"2025-11-02T23:02:55.225Z","2025-11-09T23:02:55.792Z"
"cmhsbk3740imwmaft2lidmegy","REC-0000380","Recommendation 380 - Optimize operational efficiency","PRODUCTION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":726}","Positive impact on efficiency",15066620.99743327,"IGNORED",,,,,,"2025-09-13T23:02:55.225Z","2025-11-09T23:02:55.793Z"
"cmhsbk3760imxmaftcjhp0pyz","REC-0000381","Recommendation 381 - Optimize operational efficiency","MAINTENANCE","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":173}","Positive impact on efficiency",48632727.6434211,"EXECUTED","cmhsbjkfm001emaftwp1629bg","2025-10-12T15:38:02.984Z","Implemented successfully",0.8518405697049753,,"2025-10-02T23:02:55.225Z","2025-11-09T23:02:55.794Z"
"cmhsbk3770imymaftnb1emi9q","REC-0000382","Recommendation 382 - Optimize operational efficiency","PRODUCTION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":652}",,43652154.343255,"PENDING",,,,,,"2025-09-24T23:02:55.225Z","2025-11-09T23:02:55.796Z"
"cmhsbk3780imzmaftzil8b112","REC-0000383","Recommendation 383 - Optimize operational efficiency","MAINTENANCE","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":927}","Positive impact on efficiency",16624566.28278082,"EXECUTED","cmhsbjkfo001gmaft5x1mibe6","2025-09-30T13:41:08.548Z","Implemented successfully",0.6262340103980799,,"2025-09-25T23:02:55.225Z","2025-11-09T23:02:55.797Z"
