"id","vesselId","loadingPort","destination","etaLoading","etsLoading","plannedQuantity","actualQuantity","status","buyer"
"cmioppmls07m096te02qw196b","cmioppknf06ho96tew3tr3e6c","Kariangau","Merak","2025-12-15T04:51:37.314Z","2025-12-15T18:51:37.314Z",5045.348118860843,4895.177536111006,"ARRIVED","PT Petrokimia"
"cmioppmlu07m296teez04rd53","cmioppknh06hp96te1zmao6ae","Muara Pantai","Cilacap","2025-12-19T11:54:17.760Z","2025-12-20T02:54:17.760Z",2975.756153083346,,"ARRIVED","PT Steel Indonesia"
"cmioppmlw07m496tekij5gcbw","cmioppknl06hq96tekppnt22d","Kariangau","Cilacap","2025-12-17T12:51:27.799Z","2025-12-18T09:51:27.799Z",2813.624633962404,,"STANDBY","PT Semen Indonesia"
"cmioppmm007m896te6b698ary","cmioppknw06hs96te7k215d37","Tanjung Bara","Gresik","2025-12-31T06:37:21.670Z","2025-12-31T19:37:21.670Z",4945.127465764045,,"ARRIVED","PT Steel Indonesia"
"cmioppmm307ma96tehq8o4muy","cmioppko106ht96tethar6kc7","Sangatta","Merak","2025-12-29T16:16:25.544Z","2025-12-29T22:16:25.544Z",3224.227531914377,3269.385959262401,"ARRIVED","PT Steel Indonesia"
"cmioppmm507mc96tepcqx7upx","cmioppko606hu96tegfolt45y","Banjarmasin","Merak","2025-12-20T11:40:43.185Z","2025-12-21T01:40:43.185Z",2224.695958590518,2187.799913793921,"DISCHARGING","PT Petrokimia"
"cmioppmm707me96terjd83cja","cmioppko906hv96te8szi9n8a","Sangatta","Lontar","2025-12-17T08:16:25.697Z","2025-12-18T10:16:25.697Z",2294.635333830839,,"SAILING","PT Semen Indonesia"
"cmioppmm907mg96tecuuzjoqv","cmioppkob06hw96teo4pv7ars","Samarinda","Cilacap","2025-12-15T08:33:55.484Z","2025-12-15T14:33:55.484Z",4090.954262483793,,"COMPLETED","PT Petrokimia"
"cmioppmmb07mi96tegsdmxt3x","cmioppkod06hx96tel3hbbfr8","Tarakan","Lontar","2025-12-24T09:08:44.507Z","2025-12-25T00:08:44.507Z",2733.021117647998,2734.676399383889,"SCHEDULED","PT Steel Indonesia"
"cmioppmmd07mk96te2tshet63","cmioppkof06hy96te75kdgb1o","Banjarmasin","Suralaya","2025-12-19T08:28:02.888Z","2025-12-20T04:28:02.888Z",5048.371422750259,,"SCHEDULED","PLN"
"cmioppmmf07mm96tebqm4e17c","cmioppkoi06hz96teyia3akw4","Kariangau","Tanjung Priok","2025-12-30T19:27:54.720Z","2025-12-31T20:27:54.720Z",2867.074520936434,,"ARRIVED","PT Steel Indonesia"
"cmioppmmi07mo96telrwhb30x","cmioppkok06i096texm1m370r","Banjarmasin","Gresik","2025-12-24T08:58:36.595Z","2025-12-24T15:58:36.595Z",1597.783220399566,1594.304446832793,"LOADING","PLN"
"cmioppmmk07mq96tej4gx97yq","cmioppkon06i196tet6lfxnbc","Kariangau","Tanjung Priok","2025-12-28T13:09:27.745Z","2025-12-29T11:09:27.745Z",4070.57896158037,,"LOADING","PT Semen Indonesia"
"cmioppmmm07ms96tech9lilm2","cmioppkop06i296tezoww3dmh","Balikpapan","Merak","2025-12-17T09:10:19.548Z","2025-12-17T18:10:19.548Z",2521.225377512597,2561.671026081247,"SAILING","PT Semen Indonesia"
"cmioppmmo07mu96te8miozmyy","cmioppkor06i396tesir6skbv","Samarinda","Lontar","2025-12-21T23:08:16.114Z","2025-12-22T10:08:16.114Z",2217.629433924201,2200.986852221521,"COMPLETED","PT Petrokimia"
"cmioppmmq07mw96teu8ucoimb","cmioppkot06i496teju1n73g6","Kariangau","Gresik","2025-12-16T23:10:46.404Z","2025-12-17T11:10:46.404Z",3025.161016626456,,"CANCELLED","PT Petrokimia"
"cmioppmms07my96tey7ctzfff","cmioppkov06i596te8dzovhlf","Sangatta","Suralaya","2025-12-15T10:38:32.449Z","2025-12-16T09:38:32.449Z",2469.477265140211,2458.592850403114,"SCHEDULED","PLN"
"cmioppmmu07n096tew7klzp9m","cmioppkox06i696tetcxhs1su","Tanjung Bara","Lontar","2025-12-27T06:50:45.664Z","2025-12-28T11:50:45.664Z",1610.590679844399,1576.859056638507,"ARRIVED","PT Semen Indonesia"
"cmioppmn307n896te7t58l9wg","cmioppkp706ia96terxvoguth","Sangatta","Paiton","2025-12-21T07:52:19.253Z","2025-12-22T11:52:19.253Z",2301.805737194587,,"STANDBY","PT Semen Indonesia"
"cmioppmn507na96tepyp04oe3","cmioppkp906ib96tefd4dg66r","Muara Pantai","Paiton","2025-12-15T11:35:00.366Z","2025-12-15T23:35:00.366Z",4375.502651636201,,"DISCHARGING","PT Steel Indonesia"
"cmioppmn707nc96te279cnx36","cmioppkpb06ic96teea82d5io","Muara Pantai","Gresik","2025-12-26T00:14:39.341Z","2025-12-27T05:14:39.341Z",3049.618458600708,,"CANCELLED","PT Petrokimia"
"cmioppmn907ne96tekqs1l8h3","cmioppkpc06id96tep35xbb6u","Sangatta","Lontar","2025-12-21T06:24:03.086Z","2025-12-22T09:24:03.086Z",3447.820849070461,,"CANCELLED","PT Steel Indonesia"
"cmioppmnc07ng96tejk3z48u0","cmioppkpe06ie96tefloomp3i","Samarinda","Merak","2025-12-25T16:12:25.901Z","2025-12-26T15:12:25.901Z",2478.747650036352,,"DISCHARGING","PT Petrokimia"
"cmioppmnf07ni96tepysmtyjn","cmioppkph06if96te70a2swmy","Tarakan","Merak","2025-12-21T15:48:28.508Z","2025-12-22T05:48:28.508Z",4556.413782124338,4386.415971481476,"COMPLETED","PT Semen Indonesia"
"cmioppmni07nk96te5ilmbrna","cmioppkpk06ig96te6m8au6i3","Muara Pantai","Tanjung Priok","2025-12-24T23:44:18.117Z","2025-12-25T14:44:18.117Z",3167.183524742251,3064.567738554737,"CANCELLED","PT Petrokimia"
"cmioppmnl07nm96tepv4fxtox","cmioppkpm06ih96tegchcuh0t","Tarakan","Merak","2025-12-24T16:53:42.282Z","2025-12-25T15:53:42.282Z",1639.080757909149,,"SCHEDULED","PT Steel Indonesia"
"cmioppmnp07no96temm6x61ry","cmioppkpo06ii96tebz2mdzxj","Balikpapan","Tanjung Priok","2025-12-28T05:50:56.572Z","2025-12-28T15:50:56.572Z",1761.466622119837,1811.902445991955,"DISCHARGING","PT Pupuk Indonesia"
"cmioppmnu07nq96tehpq3adcl","cmioppkpq06ij96teybgquf1s","Banjarmasin","Lontar","2025-12-23T20:03:51.242Z","2025-12-24T19:03:51.242Z",2491.84855086175,2408.877026515102,"DISCHARGING","PT Semen Indonesia"
"cmioppmo007ns96tepv9pv7hj","cmioppkpt06ik96texo4avwip","Banjarmasin","Suralaya","2025-12-24T19:40:50.858Z","2025-12-25T06:40:50.858Z",2500.330099258924,2566.773168231934,"STANDBY","PT Steel Indonesia"
"cmioppmo407nu96teo59u0jew","cmioppkpv06il96teqd2rjo5f","Kariangau","Suralaya","2025-12-16T10:24:27.169Z","2025-12-17T15:24:27.169Z",2156.852180058766,,"COMPLETED","PT Pupuk Indonesia"
"cmioppmo907nw96telxbz8rk4","cmioppkpx06im96tebj4865np","Tarakan","Suralaya","2025-12-20T12:24:18.739Z","2025-12-21T05:24:18.739Z",1854.770313154144,,"CANCELLED","PLN"
"cmioppmod07ny96tenyq837bb","cmioppkq006in96teohjzmmzg","Tanjung Bara","Gresik","2025-12-27T11:28:15.374Z","2025-12-27T19:28:15.374Z",4293.125675384758,4088.834779928042,"DISCHARGING","PT Pupuk Indonesia"
"cmioppmoi07o096te64dx2ys6","cmioppkq306io96te7c9ghc0t","Muara Pantai","Merak","2025-12-15T03:42:18.798Z","2025-12-15T14:42:18.798Z",1555.866612796177,1518.506316236874,"DISCHARGING","PT Steel Indonesia"
"cmioppmom07o296te140ghxm8","cmioppkq506ip96tew3s55fvq","Samarinda","Tanjung Priok","2025-12-22T16:54:45.494Z","2025-12-23T07:54:45.494Z",2169.17398484785,,"SAILING","PT Petrokimia"
"cmioppmor07o496tey58sb1q9","cmioppkq606iq96te5iycaued","Balikpapan","Tanjung Priok","2025-12-27T17:31:48.807Z","2025-12-28T19:31:48.807Z",2307.14884553296,2242.200543296301,"SCHEDULED","PT Pupuk Indonesia"
"cmioppmoy07o696te8y9qe4ri","cmioppkq806ir96tezni8ssr5","Banjarmasin","Suralaya","2025-12-18T10:57:41.268Z","2025-12-18T16:57:41.268Z",2793.061231733375,2713.31596109418,"SAILING","PT Petrokimia"
"cmioppmp207o896teroot0suw","cmioppkq906is96te0a1c5njo","Banjarmasin","Suralaya","2025-12-28T14:07:00.707Z","2025-12-29T14:07:00.707Z",4708.102584923166,4638.428910362049,"LOADING","PT Semen Indonesia"
"cmioppmp607oa96te0ghs9ouv","cmioppkqb06it96tehm2hxn7h","Tanjung Bara","Tanjung Priok","2025-12-15T21:42:34.248Z","2025-12-16T17:42:34.248Z",3833.914293670615,,"CANCELLED","PT Pupuk Indonesia"
"cmioppmpa07oc96te11op9qs4","cmioppkqc06iu96tefcv3o4nl","Tarakan","Suralaya","2025-12-17T13:12:54.153Z","2025-12-17T21:12:54.153Z",5273.552815641382,5117.525965323945,"COMPLETED","PT Steel Indonesia"
"cmioppmpd07oe96teucecymrh","cmioppkqe06iv96teh0csmpsu","Balikpapan","Cilacap","2025-12-21T04:40:20.605Z","2025-12-22T09:40:20.605Z",3894.997499702578,,"SAILING","PT Semen Indonesia"
"cmioppmpf07og96te5ysgaref","cmioppkqg06iw96te4xku0rwr","Banjarmasin","Tanjung Priok","2025-12-26T23:07:03.866Z","2025-12-27T05:07:03.866Z",3409.196073160797,3476.228358336999,"STANDBY","PT Petrokimia"
"cmioppmph07oi96teurp2zs57","cmioppkqi06ix96teodbdqaym","Tanjung Bara","Lontar","2025-12-23T17:15:30.707Z","2025-12-24T18:15:30.707Z",4018.106837601322,,"SCHEDULED","PT Steel Indonesia"
"cmioppmpk07ok96texrn3hh34","cmioppkqk06iy96tej33ss3x4","Muara Pantai","Lontar","2025-12-30T16:12:01.062Z","2025-12-31T17:12:01.062Z",1800.34393371607,,"COMPLETED","PT Petrokimia"
"cmioppmpm07om96tevz8x7xth","cmioppkql06iz96telrllzhlp","Muara Pantai","Tanjung Priok","2025-12-20T12:09:28.516Z","2025-12-21T07:09:28.516Z",4189.365707322801,,"SAILING","PT Steel Indonesia"
"cmioppmpp07oo96te4j39w8mu","cmioppkqn06j096tewlaz7xh1","Balikpapan","Tanjung Priok","2025-12-31T03:40:06.510Z","2025-12-31T14:40:06.510Z",2461.030818920732,2350.540299822796,"ARRIVED","PT Petrokimia"
"cmioppmps07oq96tewvw8u6ub","cmioppkqo06j196tex8uhzjxy","Sangatta","Lontar","2025-12-14T19:20:06.076Z","2025-12-15T02:20:06.076Z",1580.997248958871,,"CANCELLED","PLN"
"cmioppmpv07os96te77nbwldj","cmioppkqq06j296te70ohdbfz","Kariangau","Lontar","2025-12-28T05:29:04.236Z","2025-12-28T15:29:04.236Z",5056.534226752981,,"ARRIVED","PT Pupuk Indonesia"
"cmioppmpx07ou96te57vx1z7z","cmioppkqs06j396tembwalshi","Sangatta","Cilacap","2025-12-15T07:18:03.371Z","2025-12-15T23:18:03.371Z",3685.991310419449,,"SAILING","PLN"
"cmioppmq007ow96tez7t8tbfz","cmioppkqu06j496te7wqy01bw","Sangatta","Lontar","2025-12-31T16:46:01.802Z","2026-01-01T10:46:01.802Z",3086.228047629295,3112.125067159639,"DISCHARGING","PT Steel Indonesia"
"cmioppmq207oy96te4iknewae","cmioppkqw06j596teh1tch8gw","Muara Pantai","Lontar","2025-12-17T09:27:50.640Z","2025-12-18T07:27:50.640Z",2457.957051612373,2487.956352339276,"COMPLETED","PT Petrokimia"
"cmioppmqa07p496te7f2uljm7","cmioppkr206j896ten1q1teqj","Kariangau","Paiton","2025-12-14T19:40:57.171Z","2025-12-15T10:40:57.171Z",4549.152469874459,4515.378701884638,"ARRIVED","PT Steel Indonesia"
"cmioppmqd07p696teqy18zgk6","cmioppkr306j996teq5bbyk88","Tanjung Bara","Merak","2025-12-29T13:25:12.824Z","2025-12-30T12:25:12.824Z",2613.945988967921,,"DISCHARGING","PLN"
"cmioppmqf07p896te3qqptepy","cmioppkr506ja96te5wlq5x59","Balikpapan","Cilacap","2025-12-28T06:37:05.656Z","2025-12-29T01:37:05.656Z",4610.119547003589,4416.747358988406,"DISCHARGING","PT Semen Indonesia"
"cmioppmqi07pa96te7k3vokfe","cmioppkr606jb96teu5ekfovq","Muara Pantai","Paiton","2025-12-16T16:01:34.002Z","2025-12-17T00:01:34.002Z",5290.645810690939,5303.841337094386,"CANCELLED","PLN"
"cmioppmqk07pc96te5xczgrp2","cmioppkr806jc96tea1jhcowy","Muara Pantai","Merak","2025-12-18T18:10:58.083Z","2025-12-19T08:10:58.083Z",2189.586124277837,2229.934846419585,"CANCELLED","PLN"
"cmioppmqo07pe96tek1o9fmj7","cmioppkra06jd96tescouatq0","Tarakan","Gresik","2025-12-27T22:12:25.339Z","2025-12-28T04:12:25.339Z",4984.724883917806,4973.462117044952,"CANCELLED","PT Pupuk Indonesia"
"cmioppmqr07pg96terv5992q5","cmioppkrc06je96te3dt1b4yy","Tarakan","Tanjung Priok","2025-12-28T10:31:51.196Z","2025-12-29T11:31:51.196Z",3699.095805171793,,"STANDBY","PT Pupuk Indonesia"
"cmioppmqt07pi96teg8xoyn3x","cmioppkre06jf96tez164wu4n","Samarinda","Merak","2025-12-27T15:22:38.777Z","2025-12-28T10:22:38.777Z",2176.801526366659,,"STANDBY","PT Petrokimia"
"cmioppmqw07pk96tej770zm45","cmioppkrg06jg96tec3moqm8n","Muara Pantai","Gresik","2025-12-30T21:10:18.691Z","2025-12-31T10:10:18.691Z",1672.063610631231,1629.860671692943,"SAILING","PT Pupuk Indonesia"
"cmioppmqy07pm96teelk5apoo","cmioppkrh06jh96te3xwhda1y","Balikpapan","Cilacap","2025-12-20T02:17:21.582Z","2025-12-21T03:17:21.582Z",3598.596558344648,3578.744905389582,"LOADING","PT Steel Indonesia"
"cmioppmr107po96tes9l1thay","cmioppkrj06ji96te9po28655","Tanjung Bara","Cilacap","2025-12-22T00:58:20.763Z","2025-12-22T18:58:20.763Z",1995.88770289888,2002.052163679787,"CANCELLED","PLN"
"cmioppmr307pq96tevpre5p37","cmioppkrl06jj96tee7n7wnx4","Kariangau","Merak","2025-12-24T16:03:19.637Z","2025-12-25T03:03:19.637Z",4423.672958530824,4549.56817344156,"LOADING","PT Pupuk Indonesia"
"cmioppmr607ps96te8o4o8xg8","cmioppkrn06jk96tejccw8zti","Tanjung Bara","Suralaya","2025-12-21T09:29:11.708Z","2025-12-21T18:29:11.708Z",5252.583153849811,5197.537608210959,"SCHEDULED","PT Steel Indonesia"
"cmioppmr907pu96te1mugswmm","cmioppkrp06jl96tew333ztdu","Muara Pantai","Paiton","2025-12-29T22:29:08.502Z","2025-12-30T10:29:08.502Z",1651.034902143905,1585.715653971289,"STANDBY","PT Pupuk Indonesia"
"cmioppmrc07pw96te3uvljnnz","cmioppkrq06jm96te74u07xv9","Banjarmasin","Paiton","2025-12-26T07:38:39.642Z","2025-12-26T17:38:39.642Z",4815.420881161645,,"STANDBY","PT Petrokimia"
"cmioppmrf07py96te8i0etcil","cmioppkrs06jn96tefzg0yoq9","Muara Pantai","Suralaya","2025-12-27T02:32:38.045Z","2025-12-27T20:32:38.045Z",2876.657427903881,2906.782680551206,"CANCELLED","PT Pupuk Indonesia"
"cmioppmri07q096te51jem9ln","cmioppkru06jo96teaia2hprb","Samarinda","Lontar","2025-12-20T12:02:27.055Z","2025-12-21T09:02:27.055Z",4466.011787371282,,"SAILING","PT Petrokimia"
"cmioppmrl07q296tew4rtur4l","cmioppkrx06jp96tey00m4z5z","Tarakan","Paiton","2025-12-29T07:54:07.912Z","2025-12-29T23:54:07.912Z",2106.861041878249,2161.158547391085,"CANCELLED","PLN"
"cmioppmrn07q496tefln2i81z","cmioppkrz06jq96te9a6nui9t","Samarinda","Cilacap","2025-12-16T05:42:54.050Z","2025-12-16T16:42:54.050Z",2043.609297537473,2056.779882680952,"DISCHARGING","PT Semen Indonesia"
"cmioppmrq07q696telujxizho","cmioppks106jr96teroymnw2g","Samarinda","Suralaya","2025-12-29T16:26:51.069Z","2025-12-30T08:26:51.069Z",4927.417940621121,4789.919700767925,"ARRIVED","PT Pupuk Indonesia"
"cmioppmrt07q896tep2btvrtk","cmioppks206js96te6duf2oe7","Samarinda","Gresik","2025-12-17T17:16:18.609Z","2025-12-18T17:16:18.609Z",1898.493508809717,1920.918991186109,"COMPLETED","PT Steel Indonesia"
"cmioppmrv07qa96teh3gf99le","cmioppks406jt96te7xfoji0o","Balikpapan","Merak","2025-12-23T19:09:37.101Z","2025-12-24T14:09:37.101Z",4381.436198604863,,"ARRIVED","PT Petrokimia"
"cmioppmry07qc96texkytlwhs","cmioppks506ju96tearj8z1ch","Kariangau","Gresik","2025-12-17T10:42:40.210Z","2025-12-17T19:42:40.210Z",4302.813551147095,4222.550418228736,"STANDBY","PT Steel Indonesia"
"cmioppms007qe96tei85veih0","cmioppks706jv96teb7ivrlpx","Kariangau","Merak","2025-12-26T12:03:14.704Z","2025-12-26T22:03:14.704Z",4207.306154217188,,"SCHEDULED","PT Semen Indonesia"
"cmioppms207qg96telmtbcy2z","cmioppks906jw96teazda7n1k","Muara Pantai","Suralaya","2025-12-19T13:17:29.304Z","2025-12-20T09:17:29.304Z",3189.098976223522,3055.997762290345,"DISCHARGING","PT Semen Indonesia"
"cmioppms507qi96tejhdg4f7i","cmioppksa06jx96tehvn7oi8p","Kariangau","Gresik","2025-12-22T12:52:13.028Z","2025-12-23T10:52:13.028Z",3580.007190664468,,"SAILING","PT Semen Indonesia"
"cmioppms707qk96te1pja78qy","cmioppksc06jy96te912va59w","Samarinda","Paiton","2025-12-16T14:40:45.037Z","2025-12-16T20:40:45.037Z",3106.349088901431,,"SCHEDULED","PT Semen Indonesia"
"cmioppmsa07qm96te348g32bj","cmioppkse06jz96teptof9808","Banjarmasin","Cilacap","2025-12-20T05:13:29.644Z","2025-12-20T14:13:29.644Z",1955.391976211718,1998.672327855156,"SAILING","PT Steel Indonesia"
"cmioppmsc07qo96tefhsqboyx","cmioppksg06k096te0zayhqav","Tanjung Bara","Cilacap","2025-12-23T00:14:18.631Z","2025-12-23T23:14:18.631Z",1931.998412509188,,"CANCELLED","PT Semen Indonesia"
"cmioppmsf07qq96te3rtk6l7t","cmioppksh06k196teegadrwvk","Tanjung Bara","Cilacap","2025-12-30T18:52:57.096Z","2025-12-31T19:52:57.096Z",1757.478920296773,,"COMPLETED","PT Pupuk Indonesia"
"cmioppmsi07qs96teobzkfnmd","cmioppksj06k296terpjghq8y","Kariangau","Tanjung Priok","2025-12-17T23:41:41.317Z","2025-12-18T11:41:41.317Z",1700.118371066596,1695.689026802824,"LOADING","PLN"
"cmioppmsm07qu96tekbssmd8s","cmioppksk06k396te7zrl6x4f","Samarinda","Merak","2025-12-23T07:17:58.660Z","2025-12-24T08:17:58.660Z",4419.259726164217,4256.831349688692,"SCHEDULED","PT Pupuk Indonesia"
"cmioppmsr07qy96te4wbvebov","cmioppksn06k596te8yyqy56p","Sangatta","Merak","2025-12-16T02:15:13.526Z","2025-12-16T23:15:13.526Z",2585.558218373691,2580.262096571777,"STANDBY","PLN"
"cmioppmsu07r096tesp90ckf5","cmioppkso06k696teuppbyqfz","Balikpapan","Paiton","2025-12-28T12:18:33.776Z","2025-12-29T05:18:33.776Z",3203.851973398152,3226.120664647007,"CANCELLED","PT Pupuk Indonesia"
"cmioppmsx07r296teo3gu0rmh","cmioppksq06k796ten6d6o57o","Tarakan","Gresik","2025-12-15T13:20:48.982Z","2025-12-16T15:20:48.982Z",5153.095260583989,,"COMPLETED","PT Semen Indonesia"
"cmioppmt007r496teubeh3aho","cmioppksr06k896tead7gpwi5","Kariangau","Gresik","2025-12-29T17:56:44.575Z","2025-12-30T16:56:44.575Z",3668.704186444439,3541.582772762811,"DISCHARGING","PT Steel Indonesia"
"cmioppmt407r696terq2p0ta2","cmioppkst06k996tef491eahd","Muara Pantai","Tanjung Priok","2025-12-19T01:46:18.751Z","2025-12-20T06:46:18.751Z",3848.346107292707,3931.720424979468,"SAILING","PLN"
"cmioppmtl07r896tesjl1a380","cmioppksv06ka96tejp85kcn0","Balikpapan","Suralaya","2025-12-22T01:52:35.230Z","2025-12-22T18:52:35.230Z",2371.993970075229,2265.343971591088,"SCHEDULED","PLN"
"cmioppmtu07rc96tejg4h3zsb","cmioppksy06kc96te8tdr33iq","Banjarmasin","Suralaya","2025-12-30T06:43:05.484Z","2025-12-30T19:43:05.484Z",3845.346550625985,3925.70366732518,"SCHEDULED","PT Semen Indonesia"
"cmioppmty07re96te5jagvxng","cmioppksz06kd96teki7v9ixk","Balikpapan","Tanjung Priok","2025-12-21T03:29:45.680Z","2025-12-22T00:29:45.680Z",2770.691494516449,,"STANDBY","PT Pupuk Indonesia"
"cmioppmu107rg96tetff0fccg","cmioppkt106ke96teuvaihp8w","Balikpapan","Cilacap","2025-12-27T00:12:03.103Z","2025-12-28T00:12:03.103Z",3749.103664530445,,"SCHEDULED","PT Steel Indonesia"
"cmioppmu407ri96te3qtuwl5h","cmioppkt306kf96tep9z6ton9","Kariangau","Lontar","2025-12-17T05:06:06.421Z","2025-12-17T12:06:06.421Z",3915.593588792917,,"DISCHARGING","PT Steel Indonesia"
"cmioppmu707rk96tegwvd9crw","cmioppkt406kg96tebp54rsqj","Muara Pantai","Tanjung Priok","2025-12-31T13:18:21.412Z","2026-01-01T00:18:21.412Z",1724.411702726521,,"DISCHARGING","PT Semen Indonesia"
"cmioppmub07rm96teilijukgh","cmioppkt506kh96tepfw4edvj","Tanjung Bara","Cilacap","2025-12-29T18:50:17.655Z","2025-12-30T03:50:17.655Z",3666.41260198753,,"LOADING","PT Pupuk Indonesia"
"cmioppmuf07ro96tefrpac4t8","cmioppkt706ki96tehvf88kuh","Kariangau","Merak","2025-12-16T15:25:44.640Z","2025-12-16T22:25:44.640Z",3791.643602009523,3800.255755887155,"LOADING","PT Steel Indonesia"
"cmioppmui07rq96tehvr0fytj","cmioppkt906kj96te19dc59az","Muara Pantai","Merak","2025-12-15T23:19:13.922Z","2025-12-16T16:19:13.922Z",2211.968792255848,,"SAILING","PLN"
"cmioppmul07rs96teqk5j14z0","cmioppktb06kk96te2p2q4y6h","Kariangau","Paiton","2025-12-18T07:08:29.022Z","2025-12-18T15:08:29.022Z",4530.525820895962,,"DISCHARGING","PT Petrokimia"
"cmioppmuo07ru96temydk834s","cmioppktc06kl96tevhftbvh7","Sangatta","Merak","2025-12-23T07:56:10.949Z","2025-12-24T05:56:10.949Z",4273.092595040572,,"COMPLETED","PT Pupuk Indonesia"
"cmioppmur07rw96tefrgbdp6d","cmioppkte06km96tegjrr8a7b","Sangatta","Gresik","2025-12-20T04:04:00.152Z","2025-12-20T19:04:00.152Z",4871.692624459223,,"CANCELLED","PLN"
"cmioppmuv07ry96te1yzoz0lz","cmioppktf06kn96tesavp1r3n","Samarinda","Gresik","2025-12-16T20:26:03.305Z","2025-12-17T08:26:03.305Z",5098.576353346978,,"STANDBY","PT Semen Indonesia"
"cmioppmuy07s096teevhm24jf","cmioppktg06ko96tej7icaquz","Banjarmasin","Suralaya","2025-12-18T19:05:46.555Z","2025-12-19T05:05:46.555Z",3411.996151286593,3339.884295274567,"DISCHARGING","PT Pupuk Indonesia"
"cmioppmv107s296teev0qzknq","cmioppkti06kp96tedf9ykirx","Sangatta","Tanjung Priok","2025-12-15T16:54:42.247Z","2025-12-16T18:54:42.247Z",2814.067771491618,2814.166318830307,"COMPLETED","PT Semen Indonesia"
"cmioppmv407s496tehq4yno5g","cmioppktj06kq96temkorboeu","Muara Pantai","Gresik","2025-12-18T13:03:28.319Z","2025-12-19T16:03:28.319Z",3714.302927641485,,"COMPLETED","PT Steel Indonesia"
"cmioppmv707s696tejlcie4gd","cmioppktl06kr96tenhz5tnjq","Tanjung Bara","Lontar","2025-12-19T11:15:47.829Z","2025-12-20T06:15:47.829Z",1813.453705505975,1811.41094128639,"SAILING","PLN"
"cmioppmva07s896tegl7ugy6g","cmioppktm06ks96teis19gi4s","Kariangau","Tanjung Priok","2025-12-28T12:55:00.817Z","2025-12-29T12:55:00.817Z",4454.279827687296,,"LOADING","PT Steel Indonesia"
"cmioppmvd07sa96tegk1s4nkl","cmioppkto06kt96tea2xfnr4j","Samarinda","Cilacap","2025-12-21T01:06:48.225Z","2025-12-22T05:06:48.225Z",4633.732896619254,,"SAILING","PT Petrokimia"
"cmioppmvg07sc96te2volopew","cmioppktq06ku96tee6fyy2qi","Banjarmasin","Tanjung Priok","2025-12-27T15:56:01.616Z","2025-12-28T11:56:01.616Z",5423.881077356201,,"SCHEDULED","PT Pupuk Indonesia"
"cmioppmvj07se96tenwwm2hax","cmioppktr06kv96te42o65mif","Muara Pantai","Tanjung Priok","2025-12-17T19:01:54.544Z","2025-12-18T11:01:54.544Z",3470.96902803262,,"LOADING","PT Petrokimia"
"cmioppmvn07sg96texl80dazo","cmioppktt06kw96te4cnuki9c","Kariangau","Paiton","2025-12-31T02:58:50.056Z","2026-01-01T07:58:50.056Z",2427.317152681079,,"COMPLETED","PT Petrokimia"
"cmioppmvp07si96teu6tdf7bq","cmioppktv06kx96tehxdys7a3","Samarinda","Lontar","2025-12-22T01:27:48.598Z","2025-12-22T17:27:48.598Z",2579.36900229021,,"LOADING","PT Steel Indonesia"
"cmioppmvs07sk96tep35ay49r","cmioppktw06ky96teh5k3tc29","Samarinda","Gresik","2025-12-29T19:35:58.274Z","2025-12-30T12:35:58.274Z",3735.256451918909,3796.655809175532,"SAILING","PT Petrokimia"
"cmioppmvu07sm96te07s261o3","cmioppkty06kz96tevsrixkni","Tarakan","Paiton","2025-12-23T00:54:06.542Z","2025-12-24T04:54:06.542Z",3145.855808268813,3183.821884528503,"COMPLETED","PT Petrokimia"
"cmioppmvw07so96te6k2jfdms","cmioppktz06l096teklw1f8zo","Balikpapan","Paiton","2025-12-16T18:46:18.661Z","2025-12-17T04:46:18.661Z",2431.063687614317,2392.345657118588,"COMPLETED","PT Pupuk Indonesia"
"cmioppmvy07sq96tepvy7fxym","cmioppku006l196te2v5eb4mo","Kariangau","Merak","2025-12-31T07:03:59.243Z","2025-12-31T18:03:59.243Z",2690.886084590748,2746.826503813455,"LOADING","PLN"
"cmioppmw907sw96teo2x5kt9e","cmioppku506l496te5apyoeku","Tarakan","Suralaya","2025-12-21T21:07:55.043Z","2025-12-22T12:07:55.043Z",3796.282906130834,3699.005494068734,"SAILING","PLN"
"cmioppmwd07sy96teycey6tr0","cmioppku706l596tem6q07uhw","Sangatta","Lontar","2025-12-20T01:26:18.026Z","2025-12-20T17:26:18.026Z",2659.340746837492,2733.288533635493,"COMPLETED","PT Semen Indonesia"
"cmioppmwg07t096te4n0io0xw","cmioppku906l696teivb3p6jq","Kariangau","Gresik","2025-12-27T22:39:34.807Z","2025-12-28T11:39:34.807Z",4101.352411119046,,"LOADING","PT Pupuk Indonesia"
"cmioppmwj07t296teiycyydb3","cmioppkua06l796te2xig3ls7","Muara Pantai","Gresik","2025-12-14T21:00:10.199Z","2025-12-15T09:00:10.199Z",3254.787669083637,3130.055100752102,"DISCHARGING","PT Petrokimia"
"cmioppmwl07t496tehgcr8szb","cmioppkuc06l896textha5hqs","Samarinda","Tanjung Priok","2025-12-16T14:47:57.784Z","2025-12-17T07:47:57.784Z",4150.164989975368,4144.753373351996,"SAILING","PT Pupuk Indonesia"
"cmioppmwo07t696teo4bosof4","cmioppkue06l996tedcevo1t3","Banjarmasin","Cilacap","2025-12-24T08:26:05.912Z","2025-12-25T00:26:05.912Z",2338.094837371629,2240.526257463202,"SCHEDULED","PT Petrokimia"
